#Nap;csoport_1. óra;csoport_2. óra;csoport_3. óra;csoport_4. óra;csoport_5. óra;csoport_6. óra;csoport_7. óra;csoport_8. óra;csoport_9. óra;csoport_10. óra;csoport_11. óra;csoport_12. óra;csoport_13. óra;csoport_14. óra;csoport_15. óra
1;iktpro_11ab;iktpro_11ab;-;digikII_10a;asztalkfejl_11ab;asztalkfejl_11ab;infism_12ab;infism_12ab;9.óra;10.óra;11.óra;12.óra;13.óra neve;14.óra;teszt_15;teszt_16;teszt_17;teszt_18
2;infism_12ab;progal_10ab;progal_10ab;teszt;iktpro_9ab;iktpro_9ab;itainf_9ab;itainf_9ab;-;-;-;-;-;-;
3;alkfejl_13;-;phpprog_11ab;phpprog_11ab;progal_9ab;progal_9ab;
4;adatb_11ab;adatb_11ab;proggy_12ab;proggy_12ab;-;digk2_9b;digk2_9b;asztalkfejl_11ab;
5;prog_12ab;iktpro_11ab;-;-;webprog_11ab;-
